
25 0
50 0
75 0
100 0
125 0
150 0
175 0
200 0
225 0.01
250 0.01
275 0.02
300 0.02
325 0.03
350 0.04
375 0.06
400 0.08
425 0.07
450 0.09
475 0.1
500 0.12
525 0.14
550 0.16
575 0.18
600 0.21
625 0.24
650 0.27
675 0.49
700 1.35
725 1.53
750 1.28
775 0.65
800 0.54
825 0.57
850 0.62
875 0.68
900 1.69
925 3.19
950 3.48
975 3.76
1000 3.25
1025 3.19
1050 3.8
1075 5.27
1100 4.27
1125 2.21
1150 4.83
1175 4.98
1200 5.8
1225 2.67
1250 6.9
1275 8.57
1300 9.04
1325 9.53
1350 9.22
1375 4.34
1400 10
1425 11.97
1450 9.27
1475 7.28
1500 3.78
1525 11.83
1550 11.21
1575 14.4
1600 16.86
1625 17.37
1650 18.48
1675 18.11
1700 22.55
1725 19.9
1750 15.2
1775 15.62
1800 11.1
1825 21.15
1850 17.49
1875 19.02
1900 12.88
1925 16.44
1950 19.38
1975 18.26
2000 22.83
2025 23.1
2050 20.33
2075 19.51
2100 22.16
2125 27.72
2150 28.23
2175 34.85
2200 26.54
2225 33.16
2250 24.52
2275 27.97
2300 34.19
2325 31.95
2350 31.99
2375 32.62
2400 32.37
2425 33.36
2450 38.69
2475 42.86
2500 37.29
