1000 	  4.1423e-05
2000 	  9.9989e-05
3000 	  0.000187499
4000 	  0.000221424
5000 	  0.000303942
6000 	  0.000399219
7000 	  0.00039881
8000 	  0.000474348
9000 	  0.000563394
10000 	  0.000649712
11000  0.000845
12000  0.000895
13000  0.000838
14000  0.000898
15000  0.000968
16000  0.001065
17000  0.00123
18000  0.001332
19000  0.001334
20000  0.001487
21000  0.001621
22000  0.001656
23000  0.001772
24000  0.001905
25000  0.002049
26000  0.001807
27000  0.001879
28000  0.001937
29000  0.002007
30000  0.002077
31000  0.002285
32000  0.002266
33000  0.00244
34000  0.002571
35000  0.002595
36000  0.002639
37000  0.002763
38000  0.002913
39000  0.002961
40000  0.003039
41000  0.003179
42000  0.003241
43000  0.003358
44000  0.003474
45000  0.003674
46000  0.003687
47000  0.003819
48000  0.003931
49000  0.004087
50000  0.004204
51000  0.003916
52000  0.003749
53000  0.003839
54000  0.003922
55000  0.003974
56000  0.004186
57000  0.004186
58000  0.004272
59000  0.004361
60000  0.004422
61000  0.004515
62000  0.00464
63000  0.004757
64000  0.004796
65000  0.004912
66000  0.005019
67000  0.005143
68000  0.005203
69000  0.005298
70000  0.005438
71000  0.0055
72000  0.00561
73000  0.005707
74000  0.005885
75000  0.005951
76000  0.006013
77000  0.006194
78000  0.006241
79000  0.006364
80000  0.006449
81000  0.006736
82000  0.006767
83000  0.006773
84000  0.006871
85000  0.007035
86000  0.007169
87000  0.007233
88000  0.007324
89000  0.007452
90000  0.00762
91000  0.007719
92000  0.007826
93000  0.007924
94000  0.008128
95000  0.008156
96000  0.008333
97000  0.00839
98000  0.008525
99000  0.008669
100000  0.008805
