
1000 4.1e-05
2000 0.0001
3000 0.000168
4000 0.00025
5000 0.000296
6000 0.000375
7000 0.000406
8000 0.000584
9000 0.000522
10000 0.000618
11000 0.000802
12000 0.000928
13000 0.000798
14000 0.000836
15000 0.000872
16000 0.00096
17000 0.001017
18000 0.001068
19000 0.001183
20000 0.001282
21000 0.001309
22000 0.001563
23000 0.001441
24000 0.001487
25000 0.001565
26000 0.001591
27000 0.001666
28000 0.001751
29000 0.001807
30000 0.001881
31000 0.001932
32000 0.002032
33000 0.002055
34000 0.002162
35000 0.002219
36000 0.002319
37000 0.002291
38000 0.002472
39000 0.002596
40000 0.002689
41000 0.002595
42000 0.002642
43000 0.002559
44000 0.002781
45000 0.002735
46000 0.002776
47000 0.002831
48000 0.002922
49000 0.003189
50000 0.003106
51000 0.003069
52000 0.003412
53000 0.003284
54000 0.003323
55000 0.003402
56000 0.003511
57000 0.003504
58000 0.003673
59000 0.003622
60000 0.003662
61000 0.003785
62000 0.00379
63000 0.003879
64000 0.004147
65000 0.004121
66000 0.004255
67000 0.004221
68000 0.00428
69000 0.004255
70000 0.004456
71000 0.004476
72000 0.00454
73000 0.004596
74000 0.004659
75000 0.004671
76000 0.004817
77000 0.004847
78000 0.004986
79000 0.005015
80000 0.005104
81000 0.005158
82000 0.005159
83000 0.005315
84000 0.005401
85000 0.005739
86000 0.005738
87000 0.005904
88000 0.005708
89000 0.005603
90000 0.005649
91000 0.005934
92000 0.005907
93000 0.006099
94000 0.006164
95000 0.006043
96000 0.006207
97000 0.0062
98000 0.006414
99000 0.00636
100000 0.006449
