
<<<<<<< HEAD
500 	  9.41e-05
1000 	  0.00033464
1500 	  0.00073601
2000 	  0.00124963
2500  0.002069
3000  0.002789
3500  0.003708
4000  0.00491
4500  0.006437
5000  0.007507
5500  0.008995
6000  0.010721
6500  0.012625
7000  0.014594
7500  0.017596
8000  0.018863
8500  0.02148
9000  0.023866
9500  0.026604
10000  0.029735
10500  0.032609
11000  0.03555
11500  0.038855
12000  0.042199
12500  0.045834
13000  0.049303
13500  0.053129
14000  0.057271
14500  0.061438
15000  0.065577
15500  0.069896
16000  0.07443
16500  0.07922
17000  0.084177
17500  0.09186
18000  0.094513
18500  0.099572
19000  0.104891
19500  0.11034
20000  0.116565
20500  0.121918
21000  0.128065
21500  0.135822
22000  0.14276
22500  0.146613
23000  0.153339
23500  0.162203
24000  0.167342
24500  0.174017
25000  0.182411
25500  0.188801
26000  0.195968
26500  0.204045
27000  0.21137
27500  0.219196
28000  0.227086
28500  0.235914
29000  0.244027
29500  0.252321
30000  0.260666
30500  0.268997
31000  0.288062
31500  0.286741
32000  0.300701
32500  0.305084
33000  0.314702
33500  0.324285
34000  0.334927
34500  0.344226
35000  0.353863
35500  0.364177
36000  0.374368
36500  0.385419
37000  0.395697
37500  0.406491
38000  0.417058
38500  0.428044
39000  0.519731
39500  0.450299
40000  0.46636
40500  0.473334
41000  0.485432
41500  0.497273
42000  0.510547
42500  0.521104
43000  0.534183
43500  0.545881
44000  0.558302
44500  0.571349
45000  0.583894
45500  0.59963
46000  0.610018
46500  0.632889
47000  0.640615
47500  0.650307
48000  0.672508
48500  0.690628
49000  0.696363
49500  0.70645
50000  0.800992
=======
500 	  0.00011687
1000 	  0.00039924
1500 	  0.00084008
2000 	  0.0014524
2500  0.002365
3000  0.003214
3500  0.004294
4000  0.005749
4500  0.007021
5000  0.008629
5500  0.010488
6000  0.012317
6500  0.014422
7000  0.016607
7500  0.019061
8000  0.021591
8500  0.024342
9000  0.02754
9500  0.030409
10000  0.033748
10500  0.036967
11000  0.041046
11500  0.044269
12000  0.048099
12500  0.052212
13000  0.056551
13500  0.060663
14000  0.065585
14500  0.069755
15000  0.074808
15500  0.079915
16000  0.086224
16500  0.091521
17000  0.096444
17500  0.101726
18000  0.10789
18500  0.113438
19000  0.120369
19500  0.125785
20000  0.132939
20500  0.139088
21000  0.147788
21500  0.153336
22000  0.16115
22500  0.167586
23000  0.175712
23500  0.183009
24000  0.190141
24500  0.199293
25000  0.207934
25500  0.21619
26000  0.22429
26500  0.231854
27000  0.247586
27500  0.249027
28000  0.258535
28500  0.267656
29000  0.276684
29500  0.286475
30000  0.298146
30500  0.306074
31000  0.316131
31500  0.329092
32000  0.338232
32500  0.349291
33000  0.360974
33500  0.372852
34000  0.380658
34500  0.398299
35000  0.404499
35500  0.417671
36000  0.432059
36500  0.43714
37000  0.449615
37500  0.461944
38000  0.474058
38500  0.484674
39000  0.498954
39500  0.510071
40000  0.525472
40500  0.593486
41000  0.562373
41500  0.563291
42000  0.578092
42500  0.592078
43000  0.606506
43500  0.620488
44000  0.634726
44500  0.647329
45000  0.662074
45500  0.678358
46000  0.691288
46500  0.706595
47000  0.723709
47500  0.738774
48000  0.75259
48500  0.769339
49000  0.785971
49500  0.802266
50000  0.818132
>>>>>>> 4bba0cbb5a3f28259aef664b3786e9f817a4649b
